S241201ac, 8.369097438101416, 0.8635113380061746, 46.266781265486486, 18.05404203846388, 25.667234441801607, 1.2547904242809245, 0.5904509570811406, 0.5296442498652996
S241122a, 11.562821504711136, 1.0017037879660637, 89.15667570120323, 31.90602205826449, 41.013302629050976, 1.0678262131057283, 0.426712293147832, 0.3876296702048221
S240527en, 10.297266812900562, 0.946943232648212, 60.001958166515315, 21.785478038491984, 28.448204898288697, 1.0854002530979416, 0.44866417915247525, 0.4063538996007585
S240430ca, 9.131949709397944, 0.8965199580776768, 50.21254019378628, 19.428449377806004, 27.174862715293266, 1.3173182758878137, 0.5895193492747514, 0.532746151076082
S231028bg, 21.725893075595422, 1.4414599253799925, 85.79131259300824, 26.48720343596698, 30.341450223349145, 0.6516142877251735, 0.2199914230980718, 0.20150842526602797
S230922q, 12.973036587440104, 1.0627237988336833, 73.00309093372532, 28.871923885859182, 42.32940692534865, 1.1305385082627855, 0.5864801926386267, 0.5177020625832176
S230822bm, 8.499878482933664, 0.8691702342090852, 50.042850682311, 19.212732380182725, 27.04637920262306, 1.0687547340118222, 0.5254427773217117, 0.4662528338279539
S230814r, 10.673523595623061, 0.9632238647673304, 59.25026016337889, 21.30808795356657, 27.608353246980123, 1.0287313247098386, 0.4262094714322029, 0.3853576343466276
S230807f, 8.559559489445716, 0.8717526315402134, 58.10110245876606, 22.443745398108643, 31.844343914933336, 1.083819290426297, 0.5380567760468986, 0.4770606100803261
S230630am, 8.699439036567075, 0.8778052199645165, 56.655864745269476, 21.525464070353962, 29.380288134157745, 1.3085121027688997, 0.5577486385501524, 0.5065184537901612
